id,title,category,price,rating,user_id,remaining_interaction_string,query,classification,preferences,new_query,target_count,targets,hit_rate,mrr,ndcgs,fail,pattern_used
B007W1449I,Ashes And Roses,Today's Country | Country,10.98,4.6,AFJC6OJ45OIVISBXAVC2IHUWXHFQ,B000065CXP|B000051Y31|B000008UOW|B00006IR5X|B000066C1N|B000034CZI,"I'm looking for music that captures the spirit of a lively evening out, perfect for a night at a country-themed bar.",1,"The user shows a unique preference for musical soundtracks and folk music, indicating a taste for narrative-driven and emotionally resonant compositions.","I'm looking for music that captures the spirit of a lively evening out, perfect for a night at a country-themed bar. Please recommend me some different styles of music.",-1.0,,0.25,1.0,0.7643077328535902,0,template_12
B00009IB5U,Lost Legends Of Surf Guitar I: Big Noise From Waimea,Surf Rock | Oldies & Retro | Rock,27.07,4.4,AF2KLCB62XJFZ3CV67RUIU4LGFNQ,B00009IB5U|B0000005QA|B0000005QA|B000X7S1EW|B000X7S1EW|B0000059YI|B0000059YI|B000P6R6SI|B000P6R6SI|B00ZJ1JHFO|B00ZJ1JHFO,Could you recommend a tune for a nostalgic beach party vibe?,1,"The user has a unique preference for surf rock, as indicated by their repeated purchases of albums in this genre. They also show a strong interest in music that evokes a sense of nostalgia, such as oldies and retro styles.",Could you recommend a tune for a nostalgic beach party? Please recommend me some different styles of music.,-1.0,,0.45,1.0,0.7536309561786851,0,template_12
B000T28FRO,Pride And Joy,Smooth Jazz | Jazz,19.98,4.5,AEZA62BS6GZYA6QW2C6YS2K3GX3Q,B0010VXL40|B0007VF2T6|B000SH3X5E|B000OI1JK8|B000NJLLVU|B000MG2LQ8|B000GNOSHM|B000GJ28KU|B000FEA5QA|B000FAOC5O|B000F8OIF0|B000EHT5S2|B0008JIHWQ|B000E97HIA|B000E5N67A|B000BOW2OC|B000EBDAAW|B000E5LFEG|B000E3K39Q|B000B9EYF2|B0009X75T2|B000AA4MDQ|B0000D1FKM|B0000APVIK|B00009K45R,Can you show me a tune that works for a romantic evening at home?,1,"The user shows a unique preference for Soul-Jazz & Boogaloo and Jazz Fusion, indicating a taste for more eclectic and rhythmically complex jazz subgenres.",Can you show me a tune that works for a romantic evening? Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
B09QFDJSRN,A Beautiful Time,Instrumental | Country,11.98,4.8,AGWQMQNW3CYOZIQN47SHQBKHFZ2Q,B09DGMPTCK|B07VRFYDQV|B01N80T6C6|B004140PNI|B01C5UN9JQ,I'm looking for a soothing instrumental piece that enhances focus while reading.,1,"The user has a unique preference for orchestral jazz and soundtracks, suggesting an appreciation for complex musical arrangements and possibly cinematic music experiences.",I'm looking for a soothing instrumental piece that enhances focus. Please recommend me some different styles of music.,-1.0,,0.0,0.0,0.0,1,template_12
B00005Q7G0,Vrooom Vrooom,Progressive Rock | Rock | Progressive,19.84,4.8,AEDZ23VA44BI4DY6OHZBPMYYJSBQ,B001HQ6ZC8|B000JJRY9M|B000GW8RWU|B000AL730O,Do you have any music DVD recommendations that would be good for an immersive live performance experience with thought-provoking themes?,1,The user has a unique preference for music that blends indie and alternative styles with elements of garage punk and hardcore punk. They also show an interest in music from the British Isles and international music scenes.,Do you have any music DVD recommendations that would be good for an immersive live performance experience? Please recommend me some different styles of music.,-1.0,,0.7,1.0,0.8411821810250896,0,template_12
B0000E3HZW,Christmas in the Northwest 2 / Various,Christmas | Holiday & Wedding,4.94,4.9,AHCL6WUPDSQJIGZ4UUDZQ2VTIRMQ,B0000E3I11|B006R6PU2O|B001KUMZ98|B004RGR966|B001IS4748,Can you help me pick a music collection for creating a cozy atmosphere during a family winter gathering?,1,The user shows a unique preference for music collections that are themed around the Northwest region.,Can you help me pick a music collection for creating a cozy atmosphere during a family winter gathering? Please recommend me some different styles of music.,-1.0,,0.0,0.0,0.0,1,template_12
B00006JO4Q,Justified,Pop | Teen Pop,8.0,4.6,AGRSRIB4NSJPM2UYUCZZDAWYAGMA,B0000669JG|B00006916I|B00006359N|B000066HQC|B00004T99Z,Could you recommend a tune that would be perfect for a lively teen gathering?,1,"The user has a unique preference for Garage Punk and Hardcore & Punk music, indicating a taste for more niche and intense music styles within the alternative genre.",Could you recommend a tune that would be perfect for a lively teen gathering? Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
B0141GTKNG,Storyteller,Country | Today's Country,7.9,4.8,AE2MBYENXY5K4NS6G6MWTXNHJFAA,B014TDOJQ4|B00ZQ7WOMY|B0015A01Z8|B00MW5FBKU|B00W8G7IGI,Could you recommend a tune for a lively evening at a honky-tonk bar?,1,"The user shows a unique preference for vocal pop and Bollywood soundtracks, indicating an appreciation for both contemporary and classic music styles.",Could you recommend a tune for a lively evening at a honky-tonk? Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
B000002TOC,Music for the Native Americans,Singer-Songwriters | Pop,9.5,4.7,AEPFVUDKL4FFQMM4F4A7N3UU67DQ,B000UPWO5E|B00004R8PY|B000000PPV|B000009PRE,Can you help me pick a song for an intimate evening reflecting on cultural themes?,1,"The user has a unique preference for music that highlights Native American culture and themes, as well as music associated with holiday celebrations.",Can you help me pick a song for an intimate evening reflecting on cultural themes? Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
B00005YW4H,Come Away with Me,Singer-Songwriters | Pop,9.08,4.7,AG3CL6C4QFUFLJUARFTB7PF5CG2Q,B002BAODSC|B0000033T6|B00069FKFA|B00005REQR|B000008DXB|B00M1SK8TM|B000068QEM|B000001FUI|B000LE1A0E|B000B8I896|B00001QGTO|B0002WS3S2|B00CWHJT0Q|B0012GMXTW|B0002WS3RS|B0012GN45E|B001FWRYUQ|B00005V1B2|B000002KE0|B000003CMR|B000AL730O|B00452J5IW|B0060ANRM2|B000001FZK|B000H8RWCE|B0000084J7|B00775D77Y|B014JDO9NC|B000IY0G3Y|B0000047Q9|B00005GL2F|B00EKK5EKC|B01EWEG7DS|B006HC98E4|B00U39G62E|B004NHRGQW|B000AYEIOA,I'm looking for something that's a soothing tune for a reflective evening at home.,1,"The user has a unique preference for music that is experimental and eclectic, often exploring complex and innovative sounds. They show a particular interest in live performances and remastered editions, indicating a preference for high-quality audio experiences.",I'm looking for something that's a soothing tune for a reflective evening at home. Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
B015RD3L4Q,Evolution,Contemporary R&B | R&B,,4.9,AFZ7HY5YQW4SB4KVLNFJH43MZFWA,B00WUUJOK0|B00UK6JE3S|B000001DYQ|B000001QJP|B00029BPA8|B000BKJH6M|B005DEVH50|B00005LMN3|B000O783R6,Could you guide me to a music track that is best suited for a romantic evening with a soulful vibe?,1,"The user has a unique preference for music that blends elements of urban groove and soul, as indicated by their interest in albums like '360 Urban Groove' and 'Reinventment.'",Could you guide me to a music track that is best suited for a romantic evening? Please recommend me some different styles of music.,-1.0,,0.925,1.0,0.9081353228874004,0,template_12
B00000DRYQ,"Leonard Bernstein / New York Philharmonic / Dukas Sorcerer's Apprentice / Saint-Saens Danse Macabre, Op. 40 / Chabrier Espana / Ravel Pavane / Offenbach: Orpheus Overture",Pavanes | Classical | Ballets & Dances,17.99,4.6,AFZTENIYAT7ACUB7BKQGTUDXLNYQ,B008BOWG68|B0000032JC|B003VFFCWW|B0000CNTLU|B00000DOGW|B000FNF0V6|B000N8XWB8|B000001G6Y|B0000025PL|B0000AQVKU|B00000E58E|B000001VQR|B000003SZV,Could you guide me to a classical music piece that is best suited for a reflective evening at home?,1,"The user has a unique preference for New Wave and Post-Punk music, as well as an interest in special deals in music.",Could you guide me to a classical music piece that is best suited for a reflective evening at home? Please recommend me some different styles of music.,-1.0,,0.4833333333333333,1.0,0.8727629511938518,0,template_12
B08WP9GK1Q,People / Give Me Your Love For Christmas / The Impossible Dream / LoveTheme From Romeo & Juliet A Time For Us,Christmas | Holiday & Wedding,17.47,4.7,AGG75AABVYBT27HUGAKMGZRUV3AQ,B07VHY4YJW|B07QKGK3HJ|B086B9S61X|B07QH82MZL|B003WKA85M|B00004SVJP|B000002676|B0000026KY|B07VJWWJSL|B000V9KE4W|B0000028VQ|B000K7UG2K|B00005U120|B00EULQJXM|B005R2RZT0|B0128ZTZSC|B008RCO5QS|B000219986|B00000265P|B0757CWNSC|B008IGP8XM|B00005Q50M|B00UCFVIDQ|B00065L706|B00005RGNI|B0000CFW87|B002NOYX5O|B00005BCHQ|B000A2RRF4,Please suggest a classic tune with male vocals for a festive family reunion.,1,"The user shows a distinct interest in expanded editions and collections, indicating a desire for comprehensive and enriched musical experiences. They also have a notable interest in holiday-themed music and soundtracks from musicals.",Please suggest a classic tune with male vocals for a festive family reunion. Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
B000040OCD,"Bruckner: Symphony, No. 8 in C Minor",Classical | Today's Deals in Music | Classical General | CDs Under $7,5.76,4.6,AGH5CQDVHE6ROL2UHSIE6SXXSJFA,B000XUIY3W|B000002RT5|B000000WQ3|B000003FBI|B0000V8CIQ|B00000I5GE|B00004R8M3|B000023YR1|B00005NUOO|B000089RVP|B000KP61ZI|B000003G38|B00005JI4Z|B0000507Y7|B00008O8B3|B000031WYN|B00006RHQG|B0000041BV|B00013UKM4|B00000JC7S|B000000AHZ|B000067DNW|B000EOTF8U|B000H5TV26|B000004CXD|B000003FD9|B000000AY9|B00005NSR0|B000003FA7|B000002A6J|B000000B0B|B0000046R2|B000GFLEU4|B0000BWVDL|B0000CF31T|B000CNEO1G|B000FDEUFS|B0000057CG|B0002CX4Q8|B000001GXR|B00007EEK6|B000046Q2R|B00002DF9N|B00000E4G5|B0009X6ZS4|B0000013OQ|B00000JLEP|B000003CWI|B000002N9X|B00008FV8W|B000005J2D|B00005OAD4|B0001JXOUI|B00004TQPK|B000000T9W|B00000DI3F|B000003CMC|B00004S53N|B000001GYS|B0000057DU|B0000026ZQ|B0000042HK|B000001GNI|B000006PKI,Could you guide me to a symphony CD that is perfect for cultural enrichment during a wine tasting?,1,"The user shows a unique preference for trumpet concertos and works by composers like Bach, Haydn, and Shostakovich. They also enjoy music that features intricate instrumental arrangements and historical performances.",Could you guide me to a symphony CD that is perfect for cultural enrichment during a wine tasting? Please recommend me some different styles of music.,-1.0,,0.0,0.0,0.0,1,template_12
B000007RU1,"Genesis Archive, Vol. 1: 1967-1975",Progressive Rock | Rock | Progressive,,4.8,AFE6CBLZXZFBYGQ2KSZ4XB2DQWSQ,B0016OMFNY|B001ULAUFS|B00006696R|B00004TSB6|B0002NRQTS,I am looking for a music compilation that is perfect for a thought-provoking evening of artistic exploration.,1,"The user shows a unique preference for music that falls under 'Today's Deals in Music,' indicating an interest in discovering new or discounted music offerings.",I am looking for a music compilation that is perfect for a thought-provoking evening. Please recommend me some different styles of music.,-1.0,,0.1,0.5,0.2455746465811487,0,template_12
B000O178BY,Year Zero,Indie & Alternative | Goth & Industrial | Industrial | Alt Industrial,13.98,4.7,AEKII42EM4BCR2C5C7YSVD6JKTVQ,B00000266N|B0000296JB|B00005QG9J|B00005MHQO|B000002H35|B0000005LA|B00005OM4M|B000056K04|B00000J60C|B000050HZO|B00000I5M6|B00000099S|B00000313O|B000002UVZ|B00002EPKW|B00004Z0LW|B00000J6BR|B00000272G|B000001Y5Z|B000001FS1|B00001QGQI,I'm looking for a music that captures the essence of a late-night drive with a touch of rebellion.,1,"The user shows a distinct preference for alternative rock and indie music, as indicated by their interest in products labeled under 'Alternative Rock' and 'Indie & Alternative.'",I'm looking for music that captures the essence of a late-night drive with a touch of rebellion. Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
B0000009ZV,Captured Live,Chicago Blues | Blues | Regional Blues,16.69,4.6,AERBJLQSQ4MLFFNJNPQU2YWW3LOA,B00006399Z|B002WHT0YQ|B00035W09G|B0000009YW|B0733G38N4,Do you have any suggestions for a music piece that captures the essence of cultural heritage for a live performance in an urban setting?,1,"The user has a unique preference for Chicago Blues and Regional Blues, indicating a specific interest in blues music with a regional influence.",Do you have any suggestions for a music piece that captures the essence of cultural heritage for a live performance? Please recommend me some different styles of music.,-1.0,,0.0,0.0,0.0,1,template_12
B0000AGWEC,Measure of a Man,CDs $7 - $10 | Dance & DJ | Dance General | Today's Deals in Music,7.28,4.6,AE5N6WL34F27ZNAMU7GC2ZLE4LDA,B00009WHS1|B00009PRZF|B00008MNYR|B00008V61U|B00005KAVP|B00003G1I8,Can you help me pick a music CD that's perfect for a lively dance party with friends?,1,"The user shows a unique preference for genres like Trip-Hop and Baroque Pop, indicating an interest in more eclectic and sophisticated musical styles beyond mainstream pop.",Can you help me pick a music CD that's perfect for a lively dance party with friends? Please recommend me some different styles of music.,-1.0,,0.2,0.3333333333333333,0.3234697069878149,1,template_12
B000002UUM,Flowers in the Dirt,Album-Oriented Rock (AOR) | Classic Rock,17.42,4.5,AGRUCOGCFIL4CH4FSUQ24IGBKVDA,B005N0C0JQ|B000IHYVVE|B000000I9F|B003YDXGFQ,Could you suggest an album that's perfect for a nostalgic road trip with classic rock vibes?,1,"The user has a unique preference for music that blends elements of meditation and new age, suggesting a taste for calming and introspective auditory experiences.",Could you suggest an album that's perfect for a nostalgic road trip with classic rock vibes? Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
B007WVJQLE,Rest on Me,Singer-Songwriters | Pop,12.98,4.2,AEJT7PEZCSPNJFZ5FKKZ4NYGUFQA,B00000DQ28|B000E33CCQ|B000008E16|B00005QHPY|B00151KJJU,Can you help me pick a song for a reflective evening of personal introspection?,1,"The user shows a unique preference for music that blends traditional and contemporary styles, as indicated by their interest in 'Today's Country' and 'Adult Contemporary' genres.",Can you help me pick a song for a reflective evening? Please recommend me some different styles of music.,-1.0,,0.8,1.0,0.8321598685233025,0,template_12
B000077SX4,The Point!,Folk | Today's Deals in Music | Contemporary Folk | CDs $7 - $10,7.98,4.8,AEA5BH2WFZ67TEVCLHFRAYG4YOAQ,B01CSMD3MO|B000EQ47GS|B0875ZTFT5|B07N27PS5X|B00197U0DU|B003O5MO3Y|B00ZWMT2MS|B00HO07548|B01IDSGCPW|B01L22Y8YI|B00CIOG4P6|B00I4583VQ|B0002IQB4Y|B013R9LE1Y|B00QR7ZLV8|B00QR7ZLYA|B00NAYYSS8|B00EG0MVMA|B0000001PX|B002985NJO|B008PPUMYQ|B000008C0Y|B008I34ZQG,Do you know any music that would work well for a nostalgic gift option?,1,"The user has a unique preference for classic and progressive rock albums, often favoring remixed or expanded editions of classic albums.",Do you know any music that would work well for a nostalgic gift? Please recommend me some different styles of music.,-1.0,,0.275,1.0,0.8216507966194136,0,template_12
B003EH3IZ0,Coat of Arms,Metal | Pop Metal,11.36,4.8,AEW6IUVNAIPTL4ZOGUT5DSM4AHFQ,B07R9HX3KZ|B01GUBRPB4|B008K9SG9K|B000NTPEBS|B00019RDRI|B00L5SFSN0|B000006H7G|B00FGWTOBI,Whatâs the best music I can use for an energetic workout that also fuels my artistic inspiration?,1,"The user has a unique preference for music that combines elements of pop and metal, as well as a liking for thematic or concept albums, such as those celebrating space exploration.",Whatâs the best music I can use for an energetic workout? Please recommend me some different styles of music.,-1.0,,0.725,1.0,0.9529631220704583,0,template_12
B000AADYYO,Ghost Reveries,International Music | Europe | Scandinavia | Sweden,11.03,4.9,AEUDM5N7KBNNL5GCSH2PJRBRRJVQ,B00KQ5RCA0|B0018CWWFK|B01IR87JPK|B01N7RL5AH|B004D5BMPA|B00GZPIKW4|B00BTHWFEC|B0000017CA,Do you have any suggestions for a music track that would be good for a cultural exchange event with a diverse audience?,1,"The user shows a unique preference for music that combines pop and metal elements, as well as an interest in international music and indie & alternative genres.",Do you have any suggestions for a music track that would be good for a cultural exchange event? Please recommend me some different styles of music.,-1.0,,0.35,1.0,0.7031381111010506,0,template_12
B003O5MO2A,On Your Feet Or On Your Knees,Hard Rock | Rock,7.98,4.7,AEQW6OLTUKJMUWM2U4AV5P23XMDQ,B00HYFKJPU|B005MAHX9O|B0012GMVL2|B0012GMWWA,I'm interested in a music album that can help me boost my energy during intense workouts.,1,"The user has a unique preference for 'Outlaw Country' music, which suggests an interest in a subgenre of country music that is characterized by its rebellious themes.",I'm interested in a music album that can help me boost my energy during workouts. Please recommend me some different styles of music.,-1.0,,0.0,0.0,0.0,1,template_12
B084CS7T6G,Made of Rain,Indie & Alternative | Alternative Rock,13.45,4.7,AGOIRGNJHAFUEW354JSVOYFJKROQ,B00ZG3VBKY|B000001JMC|B003UDBSW8|B000008IJP|B000001JQ0|B001FTW97C|B0012IXBPA,Can you help me choose a playlist for a late-night drive that feels nostalgic and intense?,1,"The user shows a distinct preference for music that blends elements of indie rock with goth and industrial influences, indicating a taste for darker, more experimental sounds.",Can you help me choose a playlist for a late-night drive that feels nostalgic? Please recommend me some different styles of music.,-1.0,,0.4666666666666667,1.0,0.7513570104486454,0,template_12
B000002PHN,Live at the Opry,Classic Vocalists | CDs Under $7 | Broadway & Vocalists | Today's Deals in Music,7.17,4.4,AHW3PNOLO4TTHMLIRYC7WQNSMAJQ,B00MMVNA1Q|B00COCY67A|B00B7HFHMG|B000P12LX8|B003M3UK9S|B0036ZKL9G|B001W6Q4BU,Could you guide me to a music CD that is perfect for discovering new vocal talents on a budget?,1,The user has a unique preference for live music recordings and collections that feature a blend of traditional and contemporary folk elements.,Could you guide me to a music CD that is perfect for discovering new vocal talents on a budget? Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
B0000028TU,Greatest Hits,Dance & DJ | Today's Deals in Music | CDs $7 - $10 | Dance General,7.73,4.7,AHCHZN6DMPXJ5QMCPXAE3HIKJ2AQ,B00000DCEO|B000001FQY|B000034CV5|B000021XUN|B000003N89|B00000J7SC|B00000284F|B00000AGDX,Can you suggest a music CD that will help with creating a joyful atmosphere for a dance party?,1,The user has a unique preference for music that includes elements of Broadway & Vocalists and Latin Pop.,Can you suggest a music CD that will help with creating a joyful atmosphere for a dance party? Please recommend me some different styles of music.,-1.0,,0.775,1.0,0.8974494639709175,0,template_12
B0010DJ1C4,Saving Sarah Cain,Pop | Easy Listening,13.68,4.7,AF4GMLDCUZSG62IB5S77SFDPPTEA,B075V9T65T|B0001EQ4C8|B000000WFZ|B0000CE752|B002HFP0QU|B001D0EI3Q|B00005USBH|B00009XBWW|B000008FKD,Can you point me to a soundtrack that's best for a relaxing evening at home?,1,"The user has a unique preference for music that evokes nostalgia and emotion, as indicated by their interest in oldies and movie scores.",Can you point me to a soundtrack that's best for a relaxing evening? Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
B0001XALH8,Live at the Aquarius Theater: Second Performance,Indie & Alternative | Proto Punk | Hardcore & Punk,169.99,4.7,AFXFNTWJAABX4VYP3DUDJMMAALQA,B0001XALGE|B0001MXOF0|B000QETLUU|B000IFRQL8|B00004YMTH|B00K03YWQU,I'm looking for a music track that captures the energy of a live concert experience.,1,"The user has a unique preference for proto punk and hardcore punk music, as well as a taste for experimental and fusion genres like bebop and rock tributes.",I'm looking for a music track that captures the energy of a live concert. Please recommend me some different styles of music.,-1.0,,0,0,0,1,template_12
